age,education-num,marital-status,occupation,sex,capital-gain,native-country
26,13,4,9,0,0,38
55,9,2,9,1,0,38
36,13,5,9,1,0,38
36,10,2,5,1,0,38
42,9,0,7,1,0,38
55,9,2,4,1,0,38
21,9,4,6,1,0,38
29,9,2,0,0,2829,38
29,13,4,11,0,3325,38
21,9,5,6,1,0,38
28,13,4,9,0,0,38
59,16,2,9,1,0,38
51,10,2,3,1,0,38
29,9,2,2,1,0,38
25,7,4,6,0,0,38
41,15,2,9,1,99999,38
37,13,2,9,0,15024,38
53,11,2,2,1,0,38
19,10,4,0,1,0,38
28,9,5,10,1,0,38
39,13,2,9,0,0,38
30,10,2,11,1,0,38
47,9,2,2,1,0,38
35,15,2,9,1,0,38
35,9,0,10,0,0,38
25,10,4,0,0,0,38
61,13,2,9,1,15024,38
38,14,2,3,1,0,38
18,7,4,5,1,0,38
38,7,2,13,1,0,38
34,9,4,0,1,0,38
53,16,2,9,1,0,38
27,13,4,9,1,0,38
55,6,6,13,1,0,38
25,13,4,10,1,0,38
49,10,2,3,1,0,38
47,11,2,9,1,0,38
42,11,2,7,1,0,38
58,15,2,13,1,15024,38
53,10,2,2,1,0,38
25,10,4,0,0,0,38
37,13,2,3,1,0,38
33,13,4,9,0,0,38
28,9,2,6,1,0,29
41,9,4,0,0,0,38
38,13,2,9,1,0,38
39,9,2,3,1,0,38
42,13,2,11,1,0,38
52,9,2,6,1,0,38
45,9,0,2,1,0,38
41,9,5,2,1,0,38
32,13,4,11,0,0,38
37,9,2,2,1,0,38
26,13,4,9,1,0,38
76,11,2,3,1,0,38
38,9,0,2,1,0,38
19,10,4,0,0,0,38
61,13,3,9,1,0,38
56,9,2,11,0,0,38
51,14,2,9,1,0,38
28,13,0,8,0,0,8
23,9,0,5,1,0,38
35,10,2,2,1,0,38
31,13,2,9,1,0,38
30,10,2,3,1,0,34
40,10,0,7,0,0,38
44,13,2,3,1,0,38
58,11,2,3,1,0,10
40,5,2,2,1,0,38
32,4,6,0,0,0,38
58,9,6,0,0,0,38
22,11,4,12,0,0,38
43,10,2,11,1,7688,38
32,13,4,9,0,0,38
43,13,2,7,0,0,38
43,10,2,11,1,0,38
24,10,2,4,1,0,38
30,13,2,9,1,0,38
43,9,2,3,1,0,38
41,6,4,11,0,0,38
23,7,0,7,0,0,38
43,9,0,2,1,0,38
39,13,2,0,1,7298,38
43,6,2,5,1,0,38
39,9,2,6,0,0,38
58,5,0,4,1,0,38
45,13,2,7,1,7298,38
41,10,2,9,1,0,38
66,9,4,0,0,0,38
33,13,2,0,1,0,38
34,14,2,9,0,0,2
57,15,1,9,0,0,38
55,13,2,0,1,0,38
26,10,2,0,1,0,38
46,10,2,2,1,7688,38
64,10,0,3,0,0,38
46,9,2,6,1,0,38
44,10,5,0,0,0,38
43,9,2,0,1,0,38
27,6,2,5,1,0,38
55,9,2,2,1,0,38
47,10,2,0,0,0,38
23,13,4,3,0,0,1
32,8,4,0,0,0,38
38,7,2,3,1,0,38
41,13,2,3,1,0,38
60,9,2,10,1,0,38
90,14,2,9,0,0,38
29,10,4,9,1,0,38
35,10,3,2,1,0,38
38,10,4,9,1,0,38
53,9,2,0,1,0,38
46,10,2,12,1,0,38
43,9,4,0,0,0,38
42,9,0,6,0,0,38
36,12,2,6,1,0,38
22,10,2,3,1,0,38
58,10,2,3,1,0,38
31,10,2,2,1,0,38
36,10,2,10,1,0,38
36,15,0,9,0,0,29
48,10,2,2,1,0,38
19,4,4,7,1,0,38
56,10,2,3,1,0,38
50,9,2,11,1,0,38
35,12,4,0,0,0,38
36,13,2,9,1,15024,38
19,9,4,0,0,0,38
36,13,2,9,1,0,38
55,10,2,9,1,0,38
49,10,0,3,1,0,38
49,9,2,2,1,0,38
40,11,2,3,1,0,38
36,9,2,2,1,0,38
44,9,2,3,0,0,38
33,10,2,3,1,0,38
38,14,0,0,0,0,38
22,13,4,9,0,8614,38
65,9,6,0,0,0,38
38,10,0,2,1,0,38
31,9,4,2,1,0,38
44,9,2,13,1,0,38
35,9,2,2,1,0,38
29,9,2,10,1,0,38
59,13,2,3,1,0,8
44,13,0,0,0,0,38
21,10,4,0,0,0,38
40,10,2,11,1,0,38
46,13,4,9,0,0,38
43,11,2,0,1,0,30
37,10,2,11,1,0,9
37,13,2,6,1,0,38
44,11,2,9,1,0,38
28,13,2,12,1,0,38
32,13,2,0,0,0,38
52,10,2,3,1,0,38
32,9,2,7,1,0,38
52,9,2,2,1,0,38
26,4,2,6,1,0,38
33,9,2,2,1,0,38
57,10,2,3,1,7688,38
20,10,4,5,1,0,38
24,9,0,3,0,0,38
56,10,0,7,0,0,38
36,5,2,13,1,0,38
39,13,2,3,1,0,38
39,13,2,9,1,0,38
30,5,2,2,1,0,38
46,9,0,0,0,0,38
38,13,2,9,1,0,38
47,10,2,2,1,0,38
31,16,2,9,1,0,36
32,9,2,2,1,0,38
54,9,2,2,1,0,38
42,9,2,11,1,0,38
49,10,2,2,1,0,1
43,14,2,9,0,0,38
53,7,0,7,0,0,38
36,14,2,3,1,0,38
61,9,2,3,1,0,38
44,10,2,2,1,7688,38
51,9,2,0,1,0,38
27,13,2,11,1,0,38
32,9,2,11,1,0,38
39,13,4,3,1,0,38
51,16,2,9,1,4386,38
48,12,2,13,1,0,38
28,11,2,0,0,0,18
56,13,2,0,1,0,38
47,9,2,7,0,0,38
32,9,4,2,1,0,38
21,10,2,0,0,3781,38
48,13,2,9,1,0,38
44,9,0,5,0,0,38
22,5,4,5,1,0,29
52,9,2,0,0,0,38
39,13,2,9,1,0,38
40,10,2,11,0,0,38
36,13,2,9,0,15024,38
62,9,1,13,1,0,38
47,9,4,7,0,0,38
37,13,2,3,1,0,5
40,9,2,2,1,0,38
27,13,4,12,0,0,9
32,14,4,11,1,0,38
66,13,2,4,1,10605,38
54,14,2,3,1,15024,38
49,14,2,9,1,0,38
35,9,2,6,1,0,38
39,11,2,11,1,7298,26
24,13,4,3,1,0,38
31,14,2,9,1,5178,38
49,9,2,3,0,0,38
27,10,2,3,0,0,38
56,10,2,3,0,0,38
29,10,0,3,0,1831,38
26,9,4,0,0,0,38
33,9,0,0,0,0,38
30,13,2,9,1,0,38
34,13,2,3,1,0,38
28,13,4,11,1,0,38
53,6,0,2,1,0,38
57,10,2,9,1,0,38
33,13,5,3,0,0,38
35,9,0,2,1,0,38
39,11,0,0,0,0,38
48,9,0,2,1,0,38
50,9,2,7,1,0,38
62,13,2,3,1,0,38
29,9,0,2,0,0,38
39,9,2,2,1,7298,38
45,14,4,9,1,0,38
39,9,2,6,1,0,38
49,5,0,7,1,0,38
33,9,5,2,1,0,38
25,7,2,6,1,0,38
57,13,2,3,1,0,38
32,12,2,3,0,0,38
42,11,2,9,1,0,38
38,10,0,11,0,0,38
21,3,4,5,1,0,25
50,10,2,2,1,0,38
36,10,2,3,1,0,38
36,10,2,0,0,99999,38
50,13,2,3,1,7298,38
36,9,2,6,1,0,38
30,11,4,5,1,0,38
54,9,2,13,1,0,38
45,9,2,2,1,0,38
53,13,0,0,0,0,5
31,12,4,2,1,0,38
29,12,2,11,0,7688,38
32,10,2,11,1,0,38
50,10,2,5,1,3103,38
45,8,1,9,1,0,38
48,12,2,2,1,0,38
60,9,2,10,1,0,38
42,15,2,9,1,15024,38
47,13,4,9,0,0,38
44,13,2,9,1,0,38
36,9,2,0,0,0,2
52,9,0,11,1,0,38
51,9,2,3,1,7298,38
35,12,2,2,1,0,38
44,9,2,13,1,0,38
49,10,2,13,1,0,38
35,13,2,3,1,4386,38
59,13,2,9,1,3103,38
43,13,1,9,0,8614,38
63,9,2,2,1,0,38
35,13,2,11,1,0,38
26,13,4,3,0,0,38
46,5,2,7,1,0,38
51,12,2,11,1,0,38
47,13,2,9,1,0,38
53,10,2,2,1,0,38
50,13,2,3,1,0,38
35,12,0,7,0,0,38
45,10,6,12,0,0,38
58,9,2,2,1,0,38
43,9,0,3,0,0,38
37,10,2,2,1,0,38
25,5,4,13,1,0,38
42,10,2,9,0,0,38
34,10,2,5,1,0,38
23,9,5,7,0,0,36
25,10,4,5,1,0,38
27,9,1,2,1,0,38
50,9,2,5,1,0,38
35,9,2,6,1,0,38
25,9,2,11,1,0,38
48,13,4,0,0,0,38
38,9,4,6,1,0,38
24,13,4,3,1,0,38
47,10,2,6,1,0,38
21,10,2,3,1,0,38
57,4,2,11,1,0,38
59,10,2,12,1,0,38
48,14,2,9,1,0,38
49,13,3,7,1,0,29
60,10,2,11,1,0,38
48,9,2,7,1,0,25
52,9,0,3,1,0,38
37,13,4,2,1,0,38
23,9,4,0,0,0,38
28,12,4,9,0,8614,38
57,9,2,2,1,0,38
29,13,2,6,1,0,38
47,9,2,3,1,0,38
26,5,4,7,1,0,38
41,9,2,13,1,0,38
32,13,2,11,1,0,38
33,9,4,5,1,0,38
32,10,2,11,1,0,38
44,10,2,2,1,0,38
38,9,0,7,1,0,38
40,13,0,3,1,0,38
46,15,2,9,1,0,38
49,16,2,9,1,0,18
58,14,4,9,1,0,38
38,13,4,3,1,0,38
28,9,2,3,1,0,30
40,13,3,7,0,0,38
33,10,4,0,1,0,38
55,14,2,9,1,15024,38
31,10,4,4,0,0,38
57,9,2,2,1,0,34
23,10,4,11,0,0,38
46,16,2,9,1,0,38
41,11,2,11,1,0,38
43,9,2,2,1,0,38
48,10,0,0,0,0,38
28,9,2,3,1,0,38
32,13,2,11,1,0,38
30,10,4,7,0,0,38
50,9,2,3,1,7688,38
41,10,2,2,1,0,21
36,9,2,2,1,7298,38
28,9,2,3,0,0,38
43,3,4,6,0,0,25
40,9,2,11,0,0,38
34,11,2,2,1,0,38
28,9,4,2,1,0,38
26,13,4,9,0,0,38
51,10,2,10,1,0,38
41,11,0,12,0,3325,38
36,12,2,2,1,0,38
45,13,2,3,1,0,38
31,9,2,11,1,0,38
48,9,2,2,1,0,38
65,13,2,3,1,0,38
35,13,2,3,1,0,38
52,9,2,3,1,0,38
57,15,2,11,0,15024,38
53,10,0,0,0,0,38
42,14,4,9,0,0,38
33,10,0,9,0,0,9
54,14,0,9,0,0,38
54,3,3,6,1,0,25
53,13,2,0,0,0,34
27,9,4,5,1,0,38
53,9,2,4,1,5178,38
25,10,0,6,0,0,38
57,9,2,2,1,0,38
56,10,2,3,1,0,38
34,10,2,9,1,0,38
56,10,3,9,1,0,38
44,13,2,3,1,0,38
25,11,2,9,0,7688,38
53,13,2,3,1,0,38
30,13,2,12,1,0,38
29,9,3,10,1,0,38
54,12,2,3,1,0,38
59,9,2,7,1,0,38
24,10,4,6,0,0,38
53,10,2,2,1,7688,38
31,13,0,9,1,0,38
59,13,2,2,1,15024,38
28,9,2,2,1,0,38
35,9,5,0,0,0,38
50,9,2,2,1,0,38
23,9,4,0,0,0,38
24,9,2,3,0,7298,38
45,9,2,2,1,0,38
48,10,0,3,1,0,38
32,10,2,2,1,0,38
52,13,2,3,1,0,38
41,14,2,3,1,0,38
41,9,4,5,1,0,38
22,9,4,0,0,0,38
30,9,2,13,1,0,38
43,13,2,11,1,0,38
32,14,2,9,1,0,38
63,9,2,0,1,0,38
50,13,2,3,1,0,38
49,9,0,6,1,0,38
48,14,2,9,1,0,38
35,10,2,2,1,0,38
38,13,2,11,1,0,38
24,9,4,6,1,0,38
30,9,0,6,1,0,38
38,13,0,11,1,0,38
43,13,2,3,1,0,38
40,10,2,11,0,0,32
46,14,2,3,1,0,38
52,9,0,0,0,0,38
37,9,2,9,0,0,38
38,9,2,10,1,0,38
61,8,4,0,1,0,38
23,10,5,11,0,0,38
48,14,2,9,1,0,38
43,9,2,0,0,0,38
37,9,2,2,1,0,38
55,9,2,2,1,0,38
24,9,4,13,0,0,25
59,10,2,2,1,0,38
23,10,4,3,1,0,38
52,10,2,12,1,0,38
31,12,0,2,1,0,38
55,14,2,9,1,0,38
59,13,2,9,0,0,38
37,12,2,3,1,7688,38
22,9,4,13,1,0,38
54,9,2,2,1,0,38
64,6,2,3,1,0,38
50,11,2,12,1,0,38
49,9,2,13,1,0,38
31,13,4,0,1,0,38
57,10,2,12,1,0,38
40,11,2,3,1,7688,38
25,14,4,9,0,0,38
33,9,2,2,1,0,38
79,15,2,9,1,0,38
49,9,2,10,1,0,38
55,9,2,3,1,0,38
63,14,2,5,1,0,38
47,10,5,7,0,0,38
38,10,0,3,1,0,38
47,12,2,2,1,0,1
51,9,2,9,1,0,38
47,9,2,0,1,0,38
31,9,5,7,0,0,38
24,10,4,7,0,0,38
39,13,2,3,1,0,38
30,13,4,0,1,0,38
57,9,2,13,1,0,38
31,9,4,9,1,0,38
33,9,2,13,1,0,38
52,13,2,3,1,0,38
23,10,4,11,0,0,38
24,9,2,2,1,0,38
31,9,4,10,1,0,38
22,10,4,7,1,3325,38
37,13,2,6,1,0,38
58,3,2,0,1,0,38
36,14,2,0,1,0,23
48,9,0,0,0,0,38
19,9,4,11,0,0,38
33,13,2,9,0,0,38
20,10,4,0,0,0,38
59,14,4,11,0,27828,38
38,13,2,9,1,0,8
43,10,2,0,0,0,38
22,9,4,4,1,0,38
51,12,2,3,1,0,9
30,13,4,3,1,0,38
40,9,2,6,1,0,38
43,10,2,11,1,0,38
47,9,5,7,0,0,38
31,6,2,2,1,0,38
43,11,2,2,1,0,38
55,13,2,3,1,0,38
52,10,0,0,0,0,38
37,13,2,11,1,0,38
42,13,2,9,1,0,38
47,9,2,0,0,0,19
19,9,4,5,1,2597,38
50,9,2,0,1,0,38
44,10,2,3,1,0,38
37,14,2,9,1,0,38
22,9,3,11,1,0,38
51,10,0,9,0,0,38
66,13,2,8,1,10605,38
35,10,0,3,0,0,38
52,10,2,3,1,0,38
25,14,4,9,0,0,38
45,4,0,6,1,0,38
40,13,0,9,1,0,38
32,13,0,3,0,0,38
32,13,2,2,1,0,38
51,9,2,2,1,7298,38
41,9,2,13,1,0,38
46,9,2,5,1,7298,38
38,9,2,0,1,0,38
36,14,2,3,1,0,38
46,14,2,3,1,0,23
23,9,2,11,1,0,38
60,9,2,6,1,7688,38
25,13,2,9,1,0,38
53,13,2,7,1,7688,38
27,9,5,6,0,0,38
24,13,4,3,1,0,38
23,13,4,9,0,0,38
69,9,2,3,1,0,38
40,10,2,9,1,0,38
46,10,2,12,1,0,38
58,10,2,11,0,0,38
19,10,4,11,0,0,38
62,9,2,6,1,0,38
46,9,3,6,0,0,3
36,9,4,9,0,0,38
38,13,2,9,0,15024,38
42,10,2,13,0,14344,38
50,13,2,3,1,0,38
44,13,2,9,1,0,38
51,2,5,0,0,0,25
65,14,2,10,1,20051,38
39,14,2,9,0,7688,38
19,10,4,11,1,0,38
51,9,2,10,1,0,38
51,6,2,2,1,0,38
56,9,0,0,0,0,38
33,12,2,9,1,0,24
35,13,2,3,1,7688,38
29,6,3,0,0,0,25
52,10,2,9,1,0,38
34,13,2,10,1,0,38
30,13,2,11,1,0,18
48,14,2,11,1,0,38
35,10,0,12,0,0,38
59,9,0,3,0,0,38
56,9,2,3,1,0,38
22,11,4,3,1,0,38
20,7,2,11,0,0,38
35,9,4,10,1,0,38
49,13,2,3,1,0,38
25,13,4,9,1,0,38
46,9,0,13,1,0,38
69,10,2,3,1,20051,38
38,16,2,9,0,7688,38
43,10,0,0,0,0,38
41,11,0,4,1,0,38
39,9,4,6,0,0,38
42,13,2,9,0,0,38
38,12,4,9,1,0,38
35,10,4,3,0,0,38
30,10,0,9,0,6849,8
21,11,4,6,1,0,38
47,12,2,0,0,0,38
62,9,2,13,1,0,38
55,13,2,3,1,0,38
44,10,2,11,1,7688,11
33,9,2,3,1,0,38
45,9,4,2,1,10520,38
34,13,4,11,1,27828,38
25,10,4,0,1,0,38
39,13,2,9,1,7298,38
43,13,2,9,1,15024,38
45,13,4,9,1,0,38
41,14,2,3,1,0,38
24,7,4,2,1,0,38
58,10,2,12,1,0,38
23,3,2,5,1,0,25
44,10,2,3,1,0,38
42,13,2,0,0,0,38
52,11,2,2,1,0,38
34,9,2,11,1,0,38
51,5,5,7,0,0,38
45,10,2,1,1,4386,38
39,9,2,6,1,0,38
34,10,2,3,1,7298,38
33,13,4,0,0,0,38
56,9,2,3,1,0,38
57,15,2,9,1,0,38
39,10,0,0,0,0,38
32,13,2,9,1,0,38
46,12,2,0,1,0,18
43,10,2,3,1,0,38
35,9,0,7,0,0,38
23,4,4,0,0,0,25
24,8,2,3,0,15024,38
32,13,4,9,0,0,38
22,5,4,0,0,0,38
42,9,2,7,0,0,38
34,7,2,6,1,0,38
37,10,2,12,0,7298,38
54,7,2,7,0,0,38
55,10,0,9,0,0,38
31,11,2,9,0,0,38
25,4,4,11,1,0,12
26,13,4,3,0,0,38
49,14,2,3,1,0,38
45,10,2,2,1,0,38
49,9,2,10,1,0,38
34,13,2,12,1,0,38
63,10,0,3,0,0,38
54,13,2,3,1,7688,38
22,8,4,13,1,0,38
26,13,2,3,1,0,38
48,16,0,9,1,0,38
34,9,2,6,1,0,38
34,9,1,7,0,0,38
64,10,6,0,0,0,4
58,9,2,3,1,0,38
67,10,2,10,1,0,38
23,10,5,3,1,0,38
46,13,4,11,1,0,38
27,7,2,5,1,3942,38
51,10,6,0,0,0,38
37,12,2,6,1,0,38
50,9,2,3,1,7298,38
43,14,2,3,1,0,38
37,15,2,9,0,0,38
77,9,2,3,1,0,38
32,9,4,6,1,0,38
47,14,4,9,1,0,38
33,9,2,2,1,0,38
63,16,2,3,1,0,38
49,9,2,6,0,0,38
50,9,2,6,1,3137,38
50,13,2,11,1,0,38
47,12,2,0,0,0,21
43,13,2,11,1,0,38
39,9,4,6,1,0,38
56,10,2,2,1,0,38
37,9,4,6,1,0,38
53,9,2,6,1,0,38
22,9,4,0,0,0,38
54,11,2,3,1,0,38
41,10,2,3,1,0,38
29,11,0,0,1,0,38
35,12,2,3,0,0,33
38,12,2,2,0,0,38
44,12,0,0,0,0,38
40,10,0,7,1,4787,38
46,13,2,9,0,0,38
38,13,2,3,1,15024,38
52,12,2,7,1,7298,38
47,9,4,4,0,0,38
29,9,2,6,0,0,38
38,13,4,11,0,0,38
33,9,4,6,0,0,38
27,13,2,11,1,0,38
64,9,2,5,1,0,38
61,9,2,1,0,15024,38
53,14,0,9,0,0,38
34,13,2,3,1,0,38
52,13,2,9,1,0,38
24,9,2,6,1,0,38
40,9,2,3,1,0,38
36,13,4,2,1,0,38
30,10,0,3,1,8614,38
59,10,2,2,1,15024,38
61,13,2,11,1,0,38
20,10,4,9,1,0,38
23,13,4,3,0,0,38
39,12,2,4,1,3103,22
29,9,0,11,1,0,38
34,10,2,3,1,0,38
64,9,2,5,1,3471,38
42,9,2,11,1,0,38
42,14,0,9,1,4650,38
27,5,5,0,0,0,38
49,13,2,3,1,15024,38
36,9,2,2,1,0,38
48,9,2,2,1,0,38
33,7,4,0,0,0,38
45,10,2,0,0,0,38
50,10,4,0,1,0,38
55,14,2,3,1,0,38
47,9,2,3,0,0,38
37,9,2,2,1,3103,38
28,12,2,9,1,0,38
40,10,2,2,1,0,38
48,7,2,13,1,0,38
39,14,2,3,1,0,38
50,13,2,4,1,0,38
42,10,2,10,1,0,38
57,13,0,6,1,0,38
37,10,4,0,0,0,38
36,10,2,6,1,0,38
30,10,2,11,1,0,38
31,13,2,9,1,0,38
56,10,2,2,1,0,38
38,13,2,11,1,0,38
51,9,2,2,1,0,38
32,10,4,2,1,8614,38
43,13,2,9,1,7298,38
20,5,4,8,1,0,25
46,10,2,9,1,0,38
41,12,4,0,0,0,38
23,13,4,9,0,0,38
23,6,4,0,0,0,38
58,16,4,3,0,0,38
22,10,4,13,1,0,38
61,14,2,9,0,99999,38
51,13,2,3,1,15024,38
63,9,2,3,1,0,38
25,9,4,11,1,0,38
53,10,0,11,1,8614,4
27,9,4,11,1,0,38
39,9,2,13,1,0,38
79,13,2,11,1,0,38
47,13,0,10,1,0,38
50,9,2,3,1,0,38
29,6,4,2,1,0,25
60,4,2,5,1,0,38
55,9,2,3,1,0,38
63,9,6,0,0,0,38
53,9,2,2,1,0,38
39,9,2,4,0,0,38
33,15,4,9,0,0,38
47,13,2,9,1,0,34
45,10,5,11,1,0,38
47,13,2,2,1,0,38
57,9,2,11,1,0,38
63,11,2,3,1,0,38
39,9,6,6,0,0,38
38,13,2,2,1,0,38
34,10,2,3,0,0,38
45,12,4,0,0,0,38
59,14,2,3,1,0,38
34,10,2,2,1,0,38
41,9,2,3,1,0,38
46,13,2,11,1,0,38
33,9,4,2,1,0,38
23,13,4,9,1,0,38
32,11,0,3,0,0,38
33,9,2,2,1,0,38
28,4,2,5,1,0,25
40,10,2,2,1,0,38
31,11,2,2,1,0,38
21,7,2,6,1,0,38
32,13,2,11,1,0,38
20,10,4,7,0,0,38
36,9,4,7,1,0,38
78,13,2,3,1,9386,38
18,10,4,0,1,0,38
34,10,2,2,1,0,29
43,14,2,9,1,0,38
36,10,0,2,0,0,4
21,10,4,10,0,99999,38
50,9,2,4,1,3103,38
54,10,2,3,1,0,38
38,10,4,9,1,0,38
50,9,2,3,1,0,38
30,9,4,0,1,0,38
51,9,0,2,1,0,38
36,13,4,9,0,0,38
36,9,2,2,1,0,38
45,13,4,10,0,0,38
43,10,4,3,1,0,38
32,11,2,12,1,0,38
25,12,2,0,0,0,18
19,9,4,11,0,0,38
44,14,2,9,1,0,38
33,9,4,2,1,0,38
42,10,2,2,1,0,38
53,14,2,3,0,0,38
22,9,4,5,1,0,38
45,9,2,2,1,0,38
42,12,2,3,0,7298,38
30,9,4,7,0,0,38
50,10,2,2,1,0,38
22,9,4,0,0,0,38
30,9,4,12,0,0,38
38,12,2,11,1,0,38
45,14,2,3,1,0,38
39,13,2,3,1,15024,38
43,9,2,2,1,7688,38
46,13,2,3,1,0,38
41,9,2,6,1,0,38
33,9,4,7,1,0,38
39,13,5,9,0,0,29
30,14,0,9,1,14084,38
52,14,2,9,1,0,38
53,4,2,3,1,0,38
30,10,4,6,0,0,38
49,10,2,3,1,15024,38
45,10,2,9,0,0,38
47,9,2,7,1,0,38
46,15,5,9,1,0,38
35,10,4,0,0,0,38
38,13,2,9,1,7688,38
26,13,2,9,1,0,38
33,9,2,2,1,0,38
28,10,2,0,0,0,38
36,9,4,13,1,0,38
24,12,4,11,1,0,38
68,13,2,9,1,20051,38
54,9,0,11,0,0,38
29,9,2,2,1,0,38
47,9,2,2,1,0,38
61,9,2,0,1,0,38
47,9,2,2,1,0,38
55,13,6,0,0,0,38
28,10,3,7,0,0,38
42,10,6,11,0,0,38
47,14,2,9,1,0,38
33,11,5,2,1,0,38
62,9,2,3,1,0,38
40,11,0,12,1,3325,38
43,9,2,2,1,0,38
54,15,2,9,1,15024,38
30,11,0,0,0,0,38
33,9,2,2,1,0,38
48,14,2,3,1,15024,38
32,9,4,6,1,0,38
39,10,2,3,0,0,32
41,12,2,0,0,7688,38
62,10,2,3,1,0,38
51,11,2,3,1,0,38
56,10,2,3,0,7688,38
57,14,2,3,1,0,38
40,7,4,13,1,0,38
55,10,2,2,1,15024,38
42,10,2,6,1,0,38
55,13,2,3,1,0,38
31,9,2,12,1,0,38
45,9,2,6,1,0,38
46,7,2,7,1,7688,38
29,9,4,7,0,0,23
49,13,2,11,1,0,36
43,10,2,6,1,0,38
39,11,2,2,1,0,38
29,11,4,2,0,14344,38
30,13,4,3,0,0,38
32,8,2,2,1,0,38
37,12,2,12,1,0,38
59,9,2,2,1,0,38
59,9,0,5,1,0,38
45,3,2,6,1,0,38
20,10,4,0,1,0,38
47,16,2,2,1,0,38
34,10,2,6,1,0,38
44,14,2,3,1,0,38
56,14,2,9,0,0,38
54,9,2,7,0,0,38
40,10,2,0,0,0,38
36,15,2,9,1,0,38
52,13,0,9,0,0,38
38,9,2,9,1,0,38
46,4,3,13,1,0,38
37,9,4,2,1,0,38
44,6,2,13,1,0,38
37,14,2,3,1,0,38
37,9,2,6,1,0,38
25,9,4,7,0,0,38
45,13,2,3,1,0,38
20,9,4,6,0,0,38
46,13,2,3,1,0,38
36,10,0,12,0,0,38
30,11,0,10,0,0,38
39,10,2,11,1,3103,38
27,9,2,9,1,0,38
50,9,2,6,1,0,38
34,15,2,9,1,0,38
66,10,2,6,1,0,21
57,9,2,11,1,7688,38
49,10,2,0,0,0,38
49,13,2,10,1,15024,38
42,12,1,9,0,8614,38
34,13,2,9,1,0,38
26,10,2,10,1,0,38
35,12,6,3,0,0,38
38,10,2,3,0,0,38
53,9,2,13,1,0,38
60,9,4,3,1,0,38
39,16,0,9,0,0,38
36,9,0,0,0,0,38
64,13,2,3,1,0,38
47,13,2,3,1,0,38
37,13,0,9,0,0,38
43,14,2,9,1,0,38
39,14,0,9,0,0,38
36,9,2,2,1,0,38
50,7,2,0,0,0,38
37,4,2,5,0,0,1
40,9,2,5,1,0,38
45,10,2,2,1,0,38
42,9,0,7,1,0,38
39,9,0,9,0,0,38
38,13,2,3,1,0,38
39,11,0,3,0,0,38
76,3,6,0,0,0,38
33,13,2,9,1,0,38
40,11,2,2,1,0,38
39,13,2,3,1,15024,38
56,9,0,3,0,0,38
36,14,2,9,1,0,38
38,10,2,2,1,0,38
44,10,0,3,0,0,38
50,10,2,6,1,0,38
45,13,2,9,1,0,38
55,15,2,3,1,15024,38
35,10,2,10,1,0,38
47,9,2,3,1,0,38
36,12,2,9,1,0,38
69,13,2,8,0,0,19
35,5,2,2,1,0,38
29,13,4,11,1,0,38
38,12,0,2,0,0,38
28,9,4,0,0,0,38
54,10,4,7,0,0,38
36,11,2,11,1,0,38
27,13,4,7,0,0,38
50,14,2,3,1,0,38
24,9,2,10,1,0,38
24,11,2,2,1,0,38
47,11,2,6,1,0,38
44,13,0,3,1,0,38
51,13,2,9,1,0,38
21,9,4,0,1,0,38
57,9,2,3,1,0,38
36,9,2,3,1,5178,38
37,9,0,3,1,0,38
42,13,0,9,0,0,38
30,8,2,0,0,0,38
53,13,2,9,0,0,38
37,11,2,2,1,7688,38
26,13,4,0,0,0,38
52,12,2,10,1,0,38
57,13,2,9,1,0,38
41,8,5,2,1,0,38
53,10,2,11,1,0,38
58,13,2,9,1,0,38
39,15,2,9,1,0,38
35,9,2,5,1,0,38
52,6,2,2,1,5013,38
50,9,2,3,1,0,38
42,13,2,9,1,7298,38
54,10,2,11,1,0,38
27,9,1,2,1,0,38
49,14,0,3,0,0,38
32,14,4,9,0,4865,38
55,13,2,3,1,0,38
35,5,2,5,1,0,38
65,11,2,10,1,15353,38
54,9,2,11,1,0,38
46,13,2,9,1,15024,38
40,9,4,2,1,0,38
27,13,4,9,0,0,38
36,10,2,3,1,0,38
54,5,4,13,1,0,38
32,13,2,11,1,0,38
30,7,2,11,1,0,38
58,12,2,2,0,3103,38
31,9,2,6,0,0,38
46,13,2,11,1,0,38
38,13,2,12,1,0,38
40,9,2,3,1,0,38
54,12,2,2,0,14344,38
53,1,2,7,1,0,25
44,12,2,2,1,0,38
41,10,1,2,1,0,38
67,10,0,0,1,7978,38
44,14,2,2,1,15024,38
33,7,4,0,0,0,38
57,14,2,11,1,15024,38
55,14,2,3,1,0,38
56,10,2,3,1,0,38
23,9,4,0,1,0,38
56,5,6,6,0,0,38
37,12,2,0,1,7298,38
19,9,4,0,1,0,38
38,10,4,0,0,0,38
20,8,4,2,1,0,38
23,9,4,11,1,0,38
34,10,2,3,1,0,38
29,6,4,7,0,0,38
33,14,2,9,1,0,38
35,14,4,9,0,0,35
37,9,2,2,1,0,38
74,13,4,9,1,0,38
23,13,4,9,0,0,38
51,14,2,9,0,99999,38
36,13,4,7,0,0,38
33,9,4,7,0,1831,38
40,9,2,0,0,0,38
21,8,2,2,1,0,38
36,9,2,3,1,0,38
33,10,0,3,0,0,38
55,9,2,7,1,0,38
21,10,4,3,1,0,25
38,14,2,3,1,0,38
38,9,2,13,1,0,38
43,10,2,2,1,0,38
20,6,3,5,1,0,38
