ID,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year,last_pymnt_d_month,last_pymnt_d_year,last_credit_pull_d_month,last_credit_pull_d_year
38749,20000.0,20000.0,20000.0, 60 months,16.29,489.45,10+ years,OWN,50000.0,Not Verified,Current,n,debt_consolidation,NV,11.16,0.0,680.0,684.0,2.0,8.0,0.0,7575.0,60.6,10.0,w,10317.33,10317.33,17166.57,17166.57,9682.67,7483.9,0.0,0.0,0.0,489.45,679.0,675.0,0.0,1.0,Individual,0.0,0.0,258865.0,12500.0,6.0,32358.0,4065.0,61.7,0.0,0.0,105.0,27.0,3.0,3.0,1.0,3.0,3.0,0.0,4.0,5.0,4.0,4.0,3.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,270728.0,17520.0,10600.0,13739.0,N,Cash,N,3,2016,5,2007,2,2019,2,2019
82060,6000.0,6000.0,6000.0, 36 months,16.01,210.98,8 years,RENT,86000.0,Not Verified,Charged Off,n,debt_consolidation,NY,5.21,0.0,680.0,684.0,1.0,10.0,1.0,13136.0,63.2,15.0,f,0.0,0.0,1027.67,1027.67,130.93,69.38,0.0,827.36,148.9248,210.98,569.0,565.0,0.0,1.0,Individual,0.0,0.0,96375.0,20800.0,2.0,9638.0,7664.0,63.2,0.0,0.0,124.0,78.0,38.0,6.0,0.0,38.0,3.0,0.0,3.0,3.0,3.0,5.0,7.0,3.0,7.0,3.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,88900.0,96375.0,20800.0,67550.0,N,Cash,N,3,2018,11,2007,4,2018,10,2018
36166,2500.0,2500.0,2500.0, 36 months,10.91,81.75,3 years,MORTGAGE,53556.0,Verified,Current,n,home_improvement,CA,39.44,0.0,680.0,684.0,0.0,16.0,2.0,15234.0,60.5,22.0,w,1351.61,1351.61,1469.98,1469.98,1148.39,321.59,0.0,0.0,0.0,81.75,669.0,665.0,0.0,1.0,Joint App,0.0,0.0,590410.0,25200.0,7.0,36901.0,743.0,93.4,0.0,0.0,95.0,70.0,1.0,1.0,2.0,9.0,13.0,0.0,3.0,9.0,3.0,3.0,9.0,11.0,11.0,9.0,16.0,0.0,0.0,0.0,4.0,100.0,66.7,1.0,1.0,660985.0,176771.0,11300.0,215147.0,N,Cash,N,8,2017,9,2009,2,2019,2,2019
66333,40000.0,40000.0,40000.0, 36 months,5.32,1204.6,10+ years,MORTGAGE,270000.0,Verified,Current,n,debt_consolidation,IL,6.63,0.0,720.0,724.0,1.0,9.0,0.0,44948.0,45.3,16.0,w,25196.39,25196.39,16852.58,16852.58,14803.61,2048.97,0.0,0.0,0.0,1204.6,744.0,740.0,0.0,1.0,Individual,0.0,724.0,665271.0,61500.0,1.0,73919.0,6285.0,45.3,0.0,0.0,162.0,142.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,6.0,4.0,9.0,0.0,0.0,0.0,1.0,66.7,0.0,0.0,0.0,840011.0,111079.0,11500.0,117974.0,N,Cash,N,0,2018,6,2004,2,2019,2,2019
96860,16000.0,16000.0,16000.0, 36 months,7.21,495.58,< 1 year,MORTGAGE,60000.0,Verified,Fully Paid,n,car,FL,0.5,0.0,770.0,774.0,0.0,3.0,0.0,38.0,0.3,11.0,w,0.0,0.0,16013.2011999998,16013.2,16000.0,13.2,0.0,0.0,0.0,16019.61,774.0,770.0,0.0,1.0,Individual,0.0,0.0,185935.0,11800.0,2.0,61978.0,6762.0,0.6,0.0,0.0,89.0,76.0,14.0,14.0,2.0,14.0,14.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,207250.0,38.0,6800.0,0.0,N,Cash,N,9,2017,3,2010,9,2017,8,2017
92864,9600.0,9600.0,9600.0, 36 months,12.99,323.42,5 years,MORTGAGE,54000.0,Not Verified,Fully Paid,n,home_improvement,TX,30.76,0.0,705.0,709.0,0.0,17.0,0.0,17294.0,61.8,30.0,w,0.0,0.0,11647.7407660612,11647.74,9600.0,2047.74,0.0,0.0,0.0,323.23,639.0,635.0,0.0,1.0,Individual,0.0,0.0,140857.0,28000.0,8.0,8286.0,3430.0,75.8,0.0,0.0,130.0,333.0,8.0,8.0,3.0,8.0,14.0,0.0,6.0,9.0,8.0,11.0,10.0,13.0,17.0,9.0,17.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,176799.0,41505.0,14200.0,42699.0,N,Cash,N,2,2016,5,1988,2,2019,2,2019
50690,5000.0,5000.0,5000.0, 36 months,12.99,168.45,< 1 year,RENT,60552.0,Verified,Fully Paid,n,credit_card,KY,9.6,0.0,670.0,674.0,0.0,5.0,0.0,19788.0,99.4,28.0,w,0.0,0.0,5779.1523710562,5779.15,5000.0,779.15,0.0,0.0,0.0,2922.72,709.0,705.0,0.0,1.0,Individual,0.0,0.0,19788.0,19900.0,0.0,3958.0,112.0,99.4,0.0,0.0,47.0,144.0,29.0,29.0,0.0,29.0,9.0,0.0,5.0,5.0,5.0,21.0,1.0,5.0,26.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,19900.0,19788.0,19900.0,0.0,N,Cash,N,1,2016,1,2004,7,2017,2,2018
75257,21000.0,21000.0,21000.0, 60 months,10.49,451.27,10+ years,MORTGAGE,120000.0,Not Verified,Fully Paid,n,credit_card,MN,12.43,1.0,750.0,754.0,0.0,9.0,0.0,9785.0,24.0,19.0,w,0.0,0.0,24261.1892730838,24261.19,21000.0,3261.19,0.0,0.0,0.0,15699.3,749.0,745.0,0.0,1.0,Individual,0.0,0.0,371794.0,40800.0,2.0,41310.0,29624.0,23.6,0.0,0.0,159.0,164.0,27.0,1.0,5.0,27.0,3.0,1.0,3.0,4.0,4.0,7.0,4.0,5.0,10.0,4.0,9.0,0.0,0.0,1.0,1.0,89.5,0.0,0.0,0.0,459203.0,34581.0,38800.0,47592.0,N,Cash,N,7,2016,11,2002,3,2018,4,2018
89189,4000.0,4000.0,4000.0, 36 months,9.17,127.52,5 years,RENT,45000.0,Not Verified,Fully Paid,n,debt_consolidation,TX,26.29,0.0,715.0,719.0,0.0,9.0,0.0,11955.0,72.5,20.0,f,0.0,0.0,4592.4447612618,4592.44,4000.0,592.44,0.0,0.0,0.0,127.33,689.0,685.0,0.0,1.0,Individual,0.0,0.0,46038.0,16500.0,5.0,5115.0,928.0,91.9,0.0,0.0,165.0,164.0,15.0,15.0,0.0,15.0,12.0,0.0,6.0,7.0,6.0,8.0,9.0,8.0,11.0,7.0,9.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,57086.0,46038.0,11400.0,40586.0,N,Cash,N,6,2014,9,2000,7,2017,3,2018
44755,5000.0,5000.0,5000.0, 36 months,10.41,162.31,10+ years,OWN,55000.0,Source Verified,Current,n,debt_consolidation,MI,17.3,0.0,735.0,739.0,3.0,24.0,0.0,7906.0,11.8,31.0,w,3633.47,3633.47,1782.52,1782.52,1366.53,415.99,0.0,0.0,0.0,162.31,634.0,630.0,0.0,1.0,Individual,0.0,0.0,125216.0,67100.0,10.0,5217.0,28373.0,16.8,0.0,0.0,65.0,79.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,6.0,12.0,13.0,4.0,22.0,25.0,6.0,24.0,0.0,0.0,0.0,6.0,100.0,8.3,0.0,0.0,187236.0,31383.0,34100.0,25000.0,N,Cash,N,3,2018,8,2011,2,2019,2,2019
62177,15000.0,15000.0,15000.0, 36 months,6.83,462.0,4 years,RENT,66000.0,Source Verified,Current,n,debt_consolidation,NC,10.64,0.0,695.0,699.0,0.0,4.0,0.0,21242.0,61.0,7.0,w,11532.16,11532.16,4139.53,4139.53,3467.84,671.69,0.0,0.0,0.0,462.0,704.0,700.0,0.0,1.0,Individual,0.0,0.0,21242.0,34800.0,5.0,5311.0,6599.0,72.5,0.0,0.0,8.0,62.0,8.0,8.0,0.0,21.0,8.0,0.0,2.0,4.0,2.0,3.0,1.0,4.0,6.0,4.0,4.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,34800.0,21242.0,24000.0,0.0,N,DirectPay,N,5,2018,3,2013,2,2019,2,2019
90316,25000.0,25000.0,25000.0, 36 months,6.92,771.02,5 years,MORTGAGE,93000.0,Verified,Fully Paid,n,credit_card,GA,27.52,1.0,715.0,719.0,0.0,22.0,0.0,18769.0,33.8,37.0,w,0.0,0.0,27018.29,27018.29,25000.0,2018.29,0.0,0.0,0.0,14648.33,769.0,765.0,0.0,1.0,Individual,0.0,0.0,266262.0,55600.0,10.0,13313.0,32392.0,30.3,0.0,0.0,169.0,329.0,9.0,9.0,6.0,17.0,9.0,1.0,11.0,13.0,12.0,15.0,11.0,16.0,20.0,13.0,22.0,0.0,0.0,1.0,3.0,94.6,8.3,0.0,0.0,326925.0,105554.0,46500.0,100425.0,N,Cash,N,1,2015,8,1987,7,2016,7,2016
61029,7000.0,7000.0,7000.0, 36 months,8.19,219.97,10+ years,OWN,41000.0,Not Verified,Current,n,debt_consolidation,CA,10.04,0.0,665.0,669.0,0.0,8.0,0.0,4023.0,13.5,10.0,f,6654.43,6654.43,435.16,435.16,345.57,89.59,0.0,0.0,0.0,219.97,679.0,675.0,0.0,1.0,Individual,0.0,1388.0,8312.0,29800.0,4.0,1039.0,19974.0,15.0,0.0,0.0,72.0,73.0,5.0,5.0,0.0,7.0,12.0,0.0,4.0,6.0,5.0,5.0,2.0,7.0,8.0,6.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,35800.0,8312.0,23500.0,6000.0,N,Cash,N,11,2018,10,2012,1,2019,2,2019
36299,15000.0,15000.0,15000.0, 36 months,7.07,463.64,5 years,MORTGAGE,110000.0,Not Verified,Fully Paid,n,small_business,NY,8.36,0.0,805.0,809.0,0.0,11.0,0.0,3479.0,7.9,27.0,w,0.0,0.0,15626.5553468336,15626.56,15000.0,626.56,0.0,0.0,0.0,1068.77,804.0,800.0,0.0,1.0,Individual,0.0,0.0,136982.0,44300.0,2.0,15220.0,23659.0,7.2,0.0,0.0,141.0,285.0,14.0,10.0,0.0,50.0,10.0,0.0,2.0,4.0,4.0,12.0,7.0,9.0,19.0,4.0,11.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,174589.0,136982.0,25500.0,130289.0,N,Cash,N,4,2017,4,1993,5,2018,1,2019
19032,40000.0,40000.0,40000.0, 60 months,17.09,996.04,10+ years,MORTGAGE,160000.0,Verified,Current,n,home_improvement,CA,22.38,2.0,730.0,734.0,0.0,22.0,0.0,16987.0,14.9,31.0,w,31863.98,31863.98,16894.7,16894.7,8136.02,8758.68,0.0,0.0,0.0,996.04,679.0,675.0,0.0,1.0,Individual,0.0,0.0,544238.0,113700.0,5.0,25916.0,70560.0,18.3,0.0,0.0,126.0,327.0,8.0,6.0,1.0,8.0,7.0,1.0,5.0,11.0,9.0,12.0,5.0,17.0,24.0,11.0,22.0,0.0,0.0,0.0,3.0,90.3,0.0,0.0,0.0,640420.0,59659.0,86400.0,65000.0,N,Cash,N,9,2017,6,1990,2,2019,2,2019
97947,13200.0,13200.0,13200.0, 36 months,12.99,444.7,10+ years,MORTGAGE,235000.0,Not Verified,Fully Paid,n,debt_consolidation,NY,15.86,1.0,690.0,694.0,0.0,15.0,0.0,53786.0,79.0,29.0,w,0.0,0.0,14829.544814261,14829.54,13200.0,1629.54,0.0,0.0,0.0,9504.71,729.0,725.0,0.0,1.0,Individual,0.0,0.0,584485.0,68100.0,5.0,38966.0,8157.0,86.4,0.0,0.0,192.0,310.0,11.0,9.0,3.0,11.0,9.0,0.0,7.0,9.0,7.0,19.0,4.0,9.0,21.0,9.0,15.0,0.0,0.0,0.0,4.0,93.1,71.4,0.0,0.0,642226.0,103183.0,59900.0,52018.0,N,Cash,N,3,2016,0,1990,4,2017,2,2019
4661,7000.0,7000.0,7000.0, 36 months,20.0,260.15,5 years,RENT,40000.0,Source Verified,Current,n,debt_consolidation,NY,6.12,0.0,685.0,689.0,0.0,10.0,0.0,6256.0,33.3,20.0,f,3827.34,3827.34,4927.29,4927.29,3172.66,1754.63,0.0,0.0,0.0,260.15,664.0,660.0,0.0,1.0,Individual,0.0,260.0,12559.0,18800.0,9.0,1256.0,5552.0,47.1,0.0,0.0,181.0,121.0,1.0,1.0,0.0,12.0,9.0,3.0,3.0,5.0,3.0,8.0,5.0,9.0,15.0,5.0,10.0,0.0,0.0,0.0,7.0,68.4,33.3,0.0,0.0,25103.0,12559.0,10500.0,6303.0,N,Cash,N,7,2017,6,2002,2,2019,2,2019
43725,16000.0,16000.0,16000.0, 36 months,9.49,512.46,10+ years,MORTGAGE,115000.0,Not Verified,Fully Paid,n,debt_consolidation,IL,6.44,1.0,670.0,674.0,0.0,12.0,0.0,9594.0,64.0,36.0,f,0.0,0.0,18435.519807148,18435.52,16000.0,2435.52,0.0,0.0,0.0,1532.78,739.0,735.0,0.0,1.0,Individual,0.0,0.0,271049.0,15000.0,1.0,22587.0,1406.0,87.2,0.0,0.0,97.0,122.0,34.0,11.0,3.0,71.0,2.0,1.0,5.0,5.0,5.0,12.0,18.0,6.0,15.0,5.0,12.0,0.0,0.0,0.0,1.0,90.6,100.0,0.0,0.0,369054.0,54049.0,11000.0,56501.0,N,Cash,N,11,2014,8,2004,9,2017,11,2017
25016,6800.0,6800.0,6800.0, 36 months,9.49,217.8,2 years,RENT,58000.0,Source Verified,Fully Paid,n,debt_consolidation,TN,13.9,0.0,700.0,704.0,0.0,9.0,0.0,7076.0,51.6,20.0,f,0.0,0.0,7824.1272725178,7824.13,6800.0,1024.13,0.0,0.0,0.0,661.7,799.0,795.0,0.0,1.0,Individual,0.0,0.0,13517.0,13700.0,1.0,1690.0,4311.0,58.5,0.0,0.0,196.0,105.0,33.0,19.0,0.0,37.0,18.0,0.0,2.0,5.0,4.0,9.0,5.0,8.0,15.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,24950.0,13517.0,10400.0,11250.0,N,Cash,N,0,2015,8,1998,10,2017,10,2017
92207,12000.0,12000.0,12000.0, 36 months,10.9,392.3,10+ years,RENT,65000.0,Source Verified,Current,n,debt_consolidation,MN,18.85,1.0,670.0,674.0,0.0,14.0,1.0,9592.0,42.6,30.0,w,9057.8,9057.8,3994.42,3994.42,2942.2,1012.98,39.24,0.0,0.0,392.3,684.0,680.0,0.0,1.0,Individual,0.0,0.0,43131.0,22500.0,4.0,3318.0,4513.0,63.9,0.0,0.0,154.0,227.0,18.0,17.0,0.0,18.0,15.0,0.0,3.0,6.0,5.0,10.0,11.0,11.0,19.0,6.0,14.0,0.0,0.0,1.0,0.0,96.0,40.0,1.0,0.0,78845.0,43131.0,12500.0,56345.0,N,Cash,N,4,2018,5,1999,2,2019,2,2019
25422,10000.0,10000.0,10000.0, 36 months,10.42,324.65,10+ years,MORTGAGE,40000.0,Not Verified,Fully Paid,n,vacation,OH,25.77,0.0,805.0,809.0,0.0,10.0,0.0,2813.0,10.3,25.0,w,0.0,0.0,10994.819163582,10994.82,10000.0,994.82,0.0,0.0,0.0,7107.7,804.0,800.0,0.0,1.0,Individual,0.0,0.0,79914.0,27300.0,5.0,8879.0,24487.0,10.3,0.0,0.0,173.0,193.0,3.0,3.0,2.0,3.0,14.0,0.0,2.0,2.0,5.0,9.0,9.0,6.0,14.0,2.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,125653.0,31058.0,27300.0,41653.0,N,Cash,N,6,2017,5,2001,7,2018,2,2019
67190,10475.0,10475.0,10475.0, 36 months,18.25,380.02,7 years,RENT,35000.0,Source Verified,Fully Paid,n,debt_consolidation,GA,34.09,0.0,660.0,664.0,1.0,11.0,0.0,6822.0,62.0,23.0,f,0.0,0.0,13672.5319471697,13672.53,10475.0,3197.53,0.0,0.0,0.0,382.45,649.0,645.0,0.0,1.0,Individual,0.0,129.0,44611.0,11000.0,4.0,4056.0,49.0,95.1,0.0,0.0,127.0,134.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,15.0,4.0,8.0,4.0,11.0,0.0,0.0,0.0,2.0,95.5,100.0,0.0,0.0,51620.0,44611.0,1000.0,40620.0,N,Cash,N,2,2015,11,2003,3,2018,2,2018
80333,10000.0,10000.0,10000.0, 36 months,18.45,363.79,2 years,RENT,50000.0,Verified,Current,n,debt_consolidation,CO,28.94,0.0,675.0,679.0,0.0,10.0,0.0,11937.0,47.4,16.0,w,7748.16,7748.16,3566.15,3566.15,2251.84,1314.31,0.0,0.0,0.0,363.79,664.0,660.0,0.0,1.0,Individual,0.0,0.0,55507.0,25200.0,8.0,5551.0,10615.0,45.8,0.0,0.0,40.0,128.0,1.0,1.0,0.0,1.0,7.0,0.0,5.0,8.0,5.0,5.0,4.0,8.0,12.0,8.0,10.0,0.0,0.0,0.0,5.0,100.0,20.0,0.0,0.0,72664.0,55507.0,19600.0,47464.0,N,Cash,N,4,2018,8,2007,2,2019,2,2019
47045,15000.0,15000.0,15000.0, 60 months,19.42,392.59,7 years,MORTGAGE,50000.0,Verified,Current,n,credit_card,NV,8.67,0.0,665.0,669.0,0.0,12.0,1.0,14554.0,75.4,19.0,w,10940.92,10940.92,6694.9,6694.9,4059.08,2635.82,0.0,0.0,0.0,392.59,709.0,705.0,0.0,1.0,Individual,0.0,72.0,170668.0,19300.0,7.0,15515.0,1908.0,84.7,0.0,0.0,20.0,180.0,2.0,2.0,2.0,11.0,8.0,0.0,5.0,7.0,6.0,10.0,1.0,10.0,16.0,7.0,12.0,0.0,0.0,0.0,3.0,100.0,83.3,1.0,0.0,186992.0,14554.0,12500.0,0.0,N,Cash,N,2,2018,2,2003,2,2019,2,2019
24872,17000.0,17000.0,17000.0, 36 months,9.99,548.47,5 years,RENT,41307.0,Not Verified,Fully Paid,n,credit_card,VA,17.78,0.0,690.0,694.0,0.0,11.0,0.0,13740.0,57.2,19.0,w,0.0,0.0,19732.87,19732.87,17000.0,2732.87,0.0,0.0,0.0,1633.36,714.0,710.0,0.0,1.0,Individual,0.0,0.0,39953.0,24000.0,2.0,3995.0,10260.0,57.2,0.0,0.0,102.0,117.0,61.0,13.0,2.0,61.0,17.0,2.0,3.0,3.0,4.0,9.0,7.0,5.0,10.0,3.0,11.0,0.0,0.0,0.0,0.0,89.0,75.0,0.0,0.0,49000.0,39953.0,24000.0,25000.0,N,Cash,N,9,2013,1,2004,7,2016,7,2016
51542,12000.0,12000.0,12000.0, 36 months,13.33,406.24,8 years,OWN,73000.0,Not Verified,Charged Off,n,debt_consolidation,AZ,16.25,0.0,705.0,709.0,0.0,14.0,0.0,21419.0,37.0,25.0,f,0.0,0.0,2580.38,2580.38,1111.08,537.09,1.0,931.21,167.6178,1.0,554.0,550.0,0.0,1.0,Individual,0.0,0.0,29501.0,57900.0,4.0,2269.0,28089.0,38.9,0.0,0.0,136.0,320.0,3.0,3.0,6.0,3.0,5.0,0.0,6.0,10.0,6.0,6.0,3.0,12.0,16.0,10.0,14.0,0.0,0.0,0.0,1.0,100.0,16.7,0.0,0.0,75171.0,29501.0,46000.0,17271.0,N,Cash,N,8,2015,0,1989,3,2016,6,2018
68000,2500.0,2500.0,2500.0, 36 months,11.06,81.92,3 years,RENT,92000.0,Not Verified,Current,n,medical,CA,30.88,0.0,730.0,734.0,1.0,13.0,1.0,5619.0,25.4,21.0,w,2076.28,2076.28,571.9,571.9,423.72,148.18,0.0,0.0,0.0,81.92,709.0,705.0,0.0,1.0,Individual,0.0,0.0,55823.0,22100.0,3.0,4294.0,7581.0,42.6,0.0,0.0,176.0,167.0,34.0,4.0,0.0,34.0,4.0,0.0,4.0,4.0,4.0,6.0,10.0,7.0,11.0,4.0,13.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,121693.0,55823.0,13200.0,99593.0,N,Cash,N,7,2018,10,2003,2,2019,2,2019
88058,7000.0,7000.0,7000.0, 36 months,16.02,246.17,1 year,OWN,24515.0,Source Verified,Current,n,debt_consolidation,WA,33.84,0.0,660.0,664.0,0.0,5.0,1.0,5069.0,85.9,11.0,w,4107.07,4107.07,4191.85,4191.85,2892.93,1298.92,0.0,0.0,0.0,246.17,714.0,710.0,0.0,1.0,Individual,0.0,0.0,39233.0,5900.0,1.0,7847.0,831.0,85.9,0.0,0.0,95.0,301.0,41.0,9.0,0.0,41.0,9.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,75.0,1.0,0.0,42668.0,39233.0,5900.0,36768.0,N,Cash,N,9,2017,8,1992,2,2019,2,2019
16791,8000.0,8000.0,8000.0, 36 months,13.06,269.79,3 years,MORTGAGE,25000.0,Source Verified,Current,n,debt_consolidation,TX,21.51,0.0,670.0,674.0,0.0,25.0,0.0,4776.0,20.2,38.0,w,6282.05,6282.05,2416.5,2416.5,1717.95,698.55,0.0,0.0,0.0,269.79,704.0,700.0,0.0,1.0,Joint App,0.0,4126.0,96974.0,23600.0,25.0,3879.0,8093.0,27.7,0.0,0.0,110.0,42.0,2.0,2.0,1.0,9.0,7.0,1.0,6.0,11.0,7.0,8.0,11.0,21.0,26.0,11.0,25.0,0.0,0.0,0.0,5.0,97.4,0.0,0.0,0.0,121404.0,7185.0,11200.0,6458.0,N,DirectPay,N,5,2018,3,2009,2,2019,2,2019
69083,12000.0,12000.0,12000.0, 60 months,17.57,301.93,6 years,MORTGAGE,60000.0,Not Verified,In Grace Period,n,debt_consolidation,CA,14.52,0.0,700.0,704.0,2.0,7.0,0.0,10530.0,60.5,10.0,w,4975.69,4975.69,12400.25,12400.25,7024.31,5375.94,0.0,0.0,0.0,301.93,564.0,560.0,0.0,1.0,Individual,0.0,0.0,254640.0,17400.0,5.0,36377.0,2311.0,77.6,0.0,0.0,81.0,53.0,21.0,7.0,1.0,24.0,2.0,0.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,270882.0,31063.0,10300.0,28482.0,N,Cash,N,8,2015,11,2008,1,2019,2,2019
1514,12000.0,12000.0,12000.0, 36 months,14.99,415.93,6 years,MORTGAGE,73000.0,Not Verified,Current,n,credit_card,WI,33.26,0.0,675.0,679.0,0.0,21.0,0.0,37491.0,90.8,37.0,f,5311.79,5311.79,9140.47,9140.47,6688.21,2452.26,0.0,0.0,0.0,415.93,674.0,670.0,0.0,1.0,Individual,0.0,0.0,230602.0,41300.0,7.0,10981.0,1913.0,93.1,0.0,0.0,150.0,191.0,3.0,3.0,2.0,3.0,12.0,2.0,9.0,16.0,9.0,12.0,9.0,16.0,25.0,16.0,21.0,0.0,0.0,0.0,1.0,82.9,100.0,0.0,0.0,244672.0,95296.0,27700.0,62614.0,N,Cash,N,4,2017,4,2001,2,2019,2,2019
79042,10000.0,10000.0,10000.0, 36 months,6.11,304.72,10+ years,MORTGAGE,163000.0,Not Verified,Current,n,debt_consolidation,IL,6.46,0.0,745.0,749.0,0.0,7.0,1.0,1554.0,8.7,17.0,w,8457.66,8457.66,1824.93,1824.93,1542.34,282.59,0.0,0.0,0.0,304.72,739.0,735.0,0.0,1.0,Individual,0.0,0.0,167158.0,17600.0,2.0,23880.0,16046.0,8.7,0.0,0.0,148.0,150.0,5.0,5.0,1.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,7.0,5.0,9.0,5.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,205725.0,7128.0,17600.0,10000.0,N,Cash,N,8,2018,2,2006,2,2019,2,2019
57798,20000.0,20000.0,20000.0, 36 months,11.99,664.2,1 year,OWN,70000.0,Source Verified,Current,n,debt_consolidation,OK,22.22,3.0,695.0,699.0,0.0,17.0,0.0,25166.0,52.1,38.0,w,11442.09,11442.09,11215.54,11215.54,8557.91,2657.63,0.0,0.0,0.0,664.2,674.0,670.0,0.0,1.0,Individual,0.0,0.0,203450.0,48300.0,6.0,11968.0,5397.0,65.6,0.0,0.0,182.0,340.0,14.0,12.0,2.0,49.0,12.0,0.0,5.0,8.0,5.0,9.0,17.0,12.0,19.0,8.0,17.0,0.0,0.0,0.0,1.0,86.5,20.0,0.0,0.0,257624.0,46888.0,15700.0,28055.0,N,Cash,N,9,2017,5,1989,2,2019,2,2019
87156,30000.0,30000.0,30000.0, 60 months,16.29,734.18,10+ years,MORTGAGE,83000.0,Verified,Current,n,credit_card,TX,16.43,6.0,665.0,669.0,0.0,13.0,0.0,24114.0,81.5,29.0,f,2150.21,2150.21,41884.47,41884.47,27849.79,14034.68,0.0,0.0,0.0,734.18,534.0,530.0,0.0,1.0,Individual,0.0,0.0,28822.0,29600.0,4.0,2217.0,829.0,92.7,0.0,0.0,205.0,167.0,18.0,18.0,0.0,20.0,12.0,5.0,6.0,11.0,6.0,8.0,14.0,12.0,15.0,11.0,13.0,0.0,0.0,6.0,0.0,58.6,100.0,0.0,0.0,42869.0,28822.0,11400.0,13269.0,N,Cash,N,5,2014,3,1997,2,2019,2,2019
85420,10000.0,10000.0,10000.0, 60 months,18.24,255.25,3 years,RENT,60000.0,Source Verified,Current,n,debt_consolidation,FL,11.14,0.0,665.0,669.0,0.0,10.0,0.0,5197.0,62.6,15.0,f,742.28,742.28,14549.25,14549.25,9257.72,5291.53,0.0,0.0,0.0,255.25,534.0,530.0,0.0,1.0,Individual,0.0,0.0,23254.0,8300.0,6.0,2325.0,1195.0,79.7,0.0,0.0,90.0,37.0,4.0,4.0,0.0,7.0,8.0,0.0,3.0,5.0,3.0,4.0,8.0,6.0,7.0,5.0,10.0,0.0,0.0,0.0,4.0,100.0,66.7,0.0,0.0,29000.0,23254.0,5900.0,20700.0,N,Cash,N,5,2014,11,2006,2,2019,2,2019
